,hits@5_count,hits@10_count,interacted_count,recall@5,recall@10,_person_id
26,367,408,1343,0.2732688011913626,0.3037974683544304,274
42,366,393,1257,0.2911694510739857,0.3126491646778043,68
79,371,397,1052,0.3526615969581749,0.3773764258555133,288
39,275,349,1043,0.2636625119846596,0.3346116970278044,249
13,362,409,974,0.37166324435318276,0.419917864476386,182
3,205,237,936,0.21901709401709402,0.2532051282051282,298
64,253,284,901,0.2807991120976693,0.31520532741398444,177
23,333,373,859,0.38766006984866125,0.4342258440046566,232
11,141,172,809,0.17428924598269468,0.2126081582200247,414
73,69,101,743,0.09286675639300135,0.13593539703903096,599
57,204,234,719,0.28372739916550765,0.325452016689847,105
104,254,295,700,0.3628571428571429,0.42142857142857143,19
29,257,280,674,0.38130563798219586,0.41543026706231456,305
52,185,250,643,0.28771384136858474,0.38880248833592534,111
135,101,143,632,0.15981012658227847,0.22626582278481014,474
7,156,193,610,0.25573770491803277,0.3163934426229508,217
17,195,232,605,0.32231404958677684,0.3834710743801653,140
46,276,294,572,0.4825174825174825,0.513986013986014,91
139,146,169,567,0.25749559082892415,0.2980599647266314,28
119,60,101,559,0.1073345259391771,0.1806797853309481,448
88,239,267,525,0.4552380952380952,0.5085714285714286,219
75,61,83,515,0.11844660194174757,0.16116504854368932,89
113,251,257,514,0.4883268482490272,0.5,64
37,215,231,504,0.42658730158730157,0.4583333333333333,226
111,212,229,499,0.4248496993987976,0.4589178356713427,18
8,239,265,473,0.5052854122621564,0.5602536997885835,57
105,157,169,443,0.3544018058690745,0.38148984198645597,292
9,145,168,440,0.32954545454545453,0.38181818181818183,21
82,182,220,437,0.41647597254004576,0.5034324942791762,42
118,178,190,434,0.41013824884792627,0.4377880184331797,160
1,110,147,434,0.2534562211981567,0.3387096774193548,294
5,213,253,400,0.5325,0.6325,202
140,190,222,400,0.475,0.555,275
99,198,214,396,0.5,0.5404040404040404,45
112,155,183,395,0.3924050632911392,0.46329113924050636,156
0,48,69,390,0.12307692307692308,0.17692307692307693,610
41,151,160,374,0.4037433155080214,0.42780748663101603,103
171,133,160,365,0.3643835616438356,0.4383561643835616,380
121,116,138,363,0.31955922865013775,0.38016528925619836,62
120,176,190,360,0.4888888888888889,0.5277777777777778,199
15,88,108,357,0.24649859943977592,0.3025210084033613,125
44,100,129,356,0.2808988764044944,0.36235955056179775,51
191,192,208,344,0.5581395348837209,0.6046511627906976,132
134,159,185,342,0.4649122807017544,0.5409356725146199,66
50,85,104,334,0.25449101796407186,0.31137724550898205,606
70,104,109,331,0.31419939577039274,0.3293051359516616,200
110,152,185,328,0.4634146341463415,0.5640243902439024,221
202,168,186,311,0.5401929260450161,0.5980707395498392,6
74,65,91,308,0.21103896103896103,0.29545454545454547,387
67,77,91,307,0.250814332247557,0.2964169381107492,50
131,101,133,292,0.3458904109589041,0.4554794520547945,307
16,113,126,290,0.3896551724137931,0.43448275862068964,84
242,135,145,289,0.4671280276816609,0.5017301038062284,122
54,71,85,282,0.25177304964539005,0.30141843971631205,603
232,129,145,276,0.4673913043478261,0.5253623188405797,135
28,105,109,276,0.3804347826086957,0.39492753623188404,239
157,96,119,270,0.35555555555555557,0.44074074074074077,104
243,190,203,268,0.7089552238805971,0.7574626865671642,63
224,142,155,266,0.5338345864661654,0.5827067669172933,169
223,127,151,264,0.4810606060606061,0.571969696969697,290
123,34,48,263,0.12927756653992395,0.18250950570342206,318
77,91,109,255,0.3568627450980392,0.42745098039215684,187
185,167,182,250,0.668,0.728,480
214,91,134,249,0.3654618473895582,0.5381526104417671,608
86,66,73,247,0.26720647773279355,0.29554655870445345,222
323,102,115,245,0.4163265306122449,0.46938775510204084,212
241,94,118,239,0.39330543933054396,0.49372384937238495,20
225,122,130,234,0.5213675213675214,0.5555555555555556,282
68,119,128,229,0.519650655021834,0.5589519650655022,1
162,111,139,228,0.4868421052631579,0.6096491228070176,600
132,124,138,227,0.5462555066079295,0.6079295154185022,198
4,123,143,224,0.5491071428571429,0.6383928571428571,82
153,103,139,223,0.4618834080717489,0.6233183856502242,186
27,102,125,218,0.46788990825688076,0.573394495412844,590
12,94,113,218,0.43119266055045874,0.518348623853211,483
66,143,159,214,0.6682242990654206,0.7429906542056075,41
81,79,95,213,0.37089201877934275,0.4460093896713615,4
150,102,115,213,0.4788732394366197,0.539906103286385,304
205,88,101,212,0.41509433962264153,0.47641509433962265,119
195,123,144,207,0.5942028985507246,0.6956521739130435,73
35,77,83,207,0.3719806763285024,0.40096618357487923,263
220,106,109,204,0.5196078431372549,0.5343137254901961,220
80,41,54,201,0.20398009950248755,0.26865671641791045,246
103,81,92,199,0.40703517587939697,0.4623115577889447,234
47,120,125,194,0.6185567010309279,0.6443298969072165,489
25,54,57,193,0.27979274611398963,0.29533678756476683,280
277,104,132,191,0.5445026178010471,0.6910994764397905,139
312,74,99,190,0.3894736842105263,0.5210526315789473,438
329,128,134,187,0.6844919786096256,0.7165775401069518,166
228,92,103,184,0.5,0.5597826086956522,195
